userName,score,at,content
Pengguna Google,1,2025-06-05 15:12:28,tidak rekomendasi untuk belanja online Disni order dari jam 1 siang di antar jam 10 malam pilih pengiriman jam 2-3 tapi datang jam 10 malam sangat menyesal belanja disini masih mnding Alfamart Kemana mana belanja yaa satu jam nunggu bnran satu jam bukan berjam- jam kyak gini ckup sekali belanja Indomaret gini klu ada bintang 0 saya pilih bintang 0
Pengguna Google,1,2025-06-06 05:32:42,"Pesanan baru dikirim hari berikutnya dr jadwal yg seharusnya, sudah keburu keluar kota. Tidak bisa fitur untuk tau diambil dr toko mana saat pesanan sdah di proses. Sangat kecewa."
Pengguna Google,1,2025-07-31 11:20:35,Slogannya satu jam sampai tapi kenyataannya NOL BESAR...komplain by WA dan aplikasi tidak ada responnya terpaksa harus nelfon call center baru ada responnya aplikasi gak guna paling bagus memang ALFAGIFT pengantaran cepat sesuai estimasi
Pengguna Google,2,2025-07-19 06:11:24,"ini gimana sih, masa pesanan udh melebihi di luar jam kirim yg dipilih blm sampe juga. udh ngajuin komplain, blm di respon. email ke customer mail nya jga masa alamat yg dikirim tidak ditemukan. anjir bikin naik darah aja, komplain di aplikasi ga da penyelesaian, komplain ke wa yg tertera ceklis satu. anjir klau bkan karna lagi skit g bkal order online. haruskah diviralkan baru gercep?"
Pengguna Google,1,2025-06-07 04:17:52,"Pesan kopi dan bento food jam 5 pagi buat sarapan ringan, trus aku pilih pengantaran jam 7-8 sebelum berangkat kerja. baru diantar jm 12 siang. Padahal pagi sudah konfirmasi via telp dari pegawai indomaret mengenai menu yg dganti. sampai ulasan ini dibuat saya belum menerima pesanan saya. kalo belum siap dengan aplikasi jangan dipake dulu. jgn dibales hubungi CS aja. sy udah hubungi beberapa kali gaada tanggapan. memang 40rb gak seberapa nominalnya. tapi kalo gini terus kalian sendiri yang rugi"
Pengguna Google,5,2025-07-29 05:46:20,"aplikasi belanja paling rekomended buat yang mager keluar kaya aku,karena semua kebutuhan sehari2 lengkap mulai dari kartonan sampai groceries, barang datang tepat waktu gak sampai 1 jam datang dan jangan lupa gunakan gratis ongkirnya."
Pengguna Google,1,2025-07-13 10:30:00,"aplikasi ini sangat buruk, saat saya pesan barang lewat aplikasi ini semua yang saya pesan gak ada barang nya, tapi saat saya pergi ke toko nya langsung barangnya masih ada dan barang nya masih banyak. jadi saya kasih bintang 1 karena pelayanan aplikasi yang gak bagus dan gak berguna untuk di keadaan yang sangat penting dan mendesak saat di perlukan"
Pengguna Google,1,2025-06-26 07:56:14,"kacau sumpah belanja dr klik indomaret, status dalam pengiriman tapi pas di lacak pengiriman gagal dengan alasan konsumen tidak pesan, komplain di klik indomaret itu sungguh susah, lebih baik alfagift fast respon, ada fitur chat dengan pihak toko.... klik indomaret aplikasi dan kurirnya bobrok mengecewakan"
Pengguna Google,2,2025-07-06 10:29:15,pesan antar lemot kali. gada konfirmasi dri pihak Indomaret knp pesanan bisa delay lama banget padahal dh pilih antar express 1 jam sampe. gw masih bisa toleransi delay 2-3 jam dengan jarak antara toko dgn rumah sekitar 30 mnt. tapi disini delay sampai >5 jam dan tanpa kejelasan informasi. Minimal tolong kasih tau alasan knp bisa delay. setelah nunggu tanpa kejelasan 5 jam baru di infokan app eror dan bru masuk pada saat itu. semurah itu waktu bagi kalian ya.
Pengguna Google,2,2025-06-06 08:28:18,"baru pertama kali pakai dan ternyata agak kecewa, pengiriman ekspres tapi nyatanya per 6 juni hampir 24 jam pesanan saya masih belum datang, mana susah kalo mzu complain, beda dengan aplikasi sebelah😭😭😭😭😭"
Pengguna Google,1,2025-06-07 14:34:19,"kalau pengiriman terlambat, buat customer bisa batalkan pesanan. udah lebih dari estimasi, belum dikirim. udah dibayar pake sopeepay. kasih kepastian kapan Dikirim, lu kira enak enak nunggu berjam-jam. pindah alfamart aja besok, aplikasi gk guna begini😮‍💨"
Pengguna Google,1,2025-06-12 02:14:56,"CS sangat buruk, dari hari Kamis sampai ketemu Kamis lagi dana belum di refund. Telfon CS malah disuruh lewat e-mail, lewat e-mail malah ga ada respon sama sekali. DM malah disuruh lewat WA. Sangat sangat Jelek. Saya sudah lama pakai KlikIndomaret tapi baru kali ini sangat kecewa."
Pengguna Google,5,2025-07-24 13:14:37,"Suka banget sama aplikasinya, banyak promo menarik. Ui nyaa aku seneng, simpel gituu sama nyaman buat di liat. Dari pengalaman akuu, apk ini rekomendasi banget sii buat yang suka/sering cari promo. promonya hampir setiap hari woiii😋😋"
Pengguna Google,3,2025-07-08 23:31:17,"pengalaman saya menggunakan klik indomaret setelah aplikasi di perbaharui sangat susah. setiap saya hendak search barang yang ingin saya beli, selalu hasil pencariannya sangat lama. mohon ada perbaikan tentang keluhan saya. sekian dan terima kasih."
Pengguna Google,1,2025-06-23 11:30:54,"Aneh banget ini aplikasi, orderan yg kedua kalinya sangat membuat kecewa, dibatalkan karena alasan radius and alamat tidak ditemukan. Jelas² itu udah secara sistem di aplikasi, harusnya bisa dilakukan delivery dengan baik. Mana sudah dibayar lunas, dijanjikan akan di refund dananya. Indomaret Dasana Indah sungguh gk recommended 👎🏻."
Pengguna Google,1,2025-06-06 12:29:31,"aplikasi bobrok. di aplikasi bisa dibeli tapi tiba2 kosong, terus dichat admin dibilang ada barang lain yang kosong juga, tapi di aplikasi keterangannya ga refund. CS ga aktif aktif. mohon diupgrade lagi dan dilatih baik CS maupun pegawainya"
Pengguna Google,1,2025-05-25 09:59:35,"pesanan instan 1 jam, ternyata lebih dan pesanan pun gagal dikirim tanpa konfirmasi ke pihak pembeli. pengajuan komplain terlalu lama untuk pengembalian dana dari pesanan yang gagal kirim..."
Pengguna Google,1,2025-06-06 05:26:06,"pesan dengan pengiriman instan gak datang2, dan gak bisa di cancel gak tau ini duitnya gimana cara baliknya!!! pelayanan -1000 padahal butuh cepat"
Pengguna Google,1,2025-06-17 10:44:58,"pengiriman lama banget, hampir 20 jam pesanan saya belum dikirim juga, tolong di perhatikan lagi pengerjaan nya, kasian loh bagi yang nungguin pesanan nya kalau pengerjaan nya teledor kayak gini, dan gada pengajuan pengembalian kayak masa harus nungguin hal yang ga pasti gitu?tolong di perbaiki lagi ya"
Pengguna Google,1,2025-07-18 10:46:27,"padahal sering belanja via aplikasi tau tau ga bisa co di apk, udah konfirmasi via wa, email bahkan ig tapi slow respon banget bahkan ga di respon. eror udah 3 hari, di chat dari kemarin via wa email dam ig ga ada jawaban. ngecewain banget"
Pengguna Google,1,2025-07-27 05:42:45,"Bln juni juli25 APL makin jelek saja. msh tersedia pilihan byr credit card, tapi selalu gagal, aneh. ada lg, mau ganti no hp tak bisa jg, email mta tlg cs gti, ehh minta foto ktp??? mta foto diri jg, gasalah??? Hrsnya beri pilihan toko bbrpa yg dekat, bkn suka2 sistem, beri jg penilaian utk toko yg suka antar brg cacat: galengkap/tgl exp deket,kaleng susu berkarat/penyot,dll"
Pengguna Google,1,2025-06-13 08:17:56,aplikasi bangke. sudah beli ga bisa komplain. tidak ada tombol komplain(malah diarahkan ke cs). ga ada tombol pembatalan pesanan. harus hubungi cs yang gak kasih solusi. kirim email lama. kenapa gak pake wa aja. buat aplikasi tapi gak canggih. aplikasi maksa beli gak bisa dibatalin
Pengguna Google,1,2025-07-09 15:09:24,"tolong pelayanan nya lebih diperhatikan pihak INDOMARET 🙏🏻 kesal sekali sudh 2x saya pesan jd gagal krn waktu pengiriman yg gak pasti, katanya 1 jam smpai tp udh 2x dgn ini pesanan saya dari jam 19.00 malam smpai skrg 22.06 ntah dimana keberadaan nya klo pasti tdk mw dikirm/tdk bsa tolong konfirmasi, ini saya udh nunggu berjam² sia² jujur kesal sekali, kapok belanja di indomaret"
Pengguna Google,1,2025-06-05 11:22:45,"Kapok banget nyobain pertama kali belanja groceri di Klik Indomaret, Bayar udah lunas, tapinga dikirim kirim.. lewta juga dari jamnya yang ditentuin... Pas didatengi toko Indomaret bersangkutan juga gabisa diambil.. alesannya Error... KALO ERROR TERUS MENDING GA USAH ADA APLIKASINYA TLLOL"
Pengguna Google,5,2025-07-28 05:20:21,"seneng banget belanja jadi lebih mudah, semua yang di butuh kan ada bahkan banyak promo nya juga, pengiriman cepat satu jam sampai dan tepat waktu memuas kan sekali"
Pengguna Google,1,2025-06-08 14:43:19,"jelek bgt gk ada fitur chat sma tokonya, toko sebelah ada fitur chat jdi klo ada apa2 gampang mana mahal, ada yg dua kali lipat hrganya, mungkin karena kirimnya bukan kurir indomaretnya langsung, kapok bgt"
Pengguna Google,1,2025-06-27 04:48:16,"awalnya rating jelek, tapi pas udah diperbaiki pelayanannya rating bagus. tapi kembali rating jelek, pesan pengiriman dari jam 7 pagi sampe jam 11 siang nggak datang2. padahal butuh banget air galon. di aplikasi waktu reguler cuma satu jam katanya, tapi sampe lewat 4 jam juga nggak diantar. paling parahnya belanjaan saya dicecerkan depan teras rumah, kenapa nggak pakai kardus? itu makanan loh, kenapa dicecerkan di lantai teras. mana hujan lagi, parah sih pelayanan kurirnya."
Pengguna Google,5,2025-07-29 03:52:53,"aplikasi ini sangat membantu berbelanja dari rumah dapat menghemat waktu dan tenaga, banyak juga pilihan produk yang tersedia, gratis ongkir, bahkan ada pengiriman yang bisa diterima dalam waktu 1 jam👍"
Pengguna Google,1,2025-07-26 01:30:25,"pesanan sudah 2 hari tidak sampai, follow up ke customer service tidak ada tindak lanjut, mau datengin ke toko tapi gak tau dimana tokonya, mau dicancel tapi gak ada menu nya. hadeeeh bikin naik darah aja jauh lebih mending alfagift"
Pengguna Google,1,2025-06-30 02:31:07,"order udah 2 hari ,barang tidak dikirim.tidak ada konfirmasi apapun,apa gunanya nyantumin no hp. kalau di app tdk ada fitur chat setidaknya pihak idm bisa dong chat kita via wa. alamat juga sudah jelas bgt..tp kenapa alasannya alamat tidak ditemukan. udah email cs gk ditanggepin. cancel ajalah orderannya..terus refund uangnya. udah 2 hari juga..kalau hari ini gk dikirim juga 3 hari."
Pengguna Google,5,2025-07-28 05:25:40,"Klik Indomaret tuh penyelamat banget kalau lagi kepepet. Semua kebutuhan ada, dari barang kartonan sampai bahan masakan. Pesanannya pun dikirim kilat, cuma 1 jam sampai. Bonusnya ada gratis ongkir juga. Worth it banget!"
Pengguna Google,5,2025-06-06 07:54:29,"Ada yang bisa kasih saran, apk saya tiba2 ngga bisa transaksi/co semenjak saya coba hubungkan dengan shop pay. Dan sejak itu saya tidak bisa lagi melakukan pembayaran dengan cara non cod maupun cod. Saya sudah hapus apk dan download lagi tetap tdk bisa. Sudah 5 harian tidak bisa belanja."
Pengguna Google,3,2025-06-13 04:34:26,"harga di aplikasi sama harga di toko beberapa beda., ini yang salah mana toko tidak masukan diskon atau aplikasi yang masukin diskon kliru., tolong lah diperbaiki"
Pengguna Google,1,2025-06-07 07:10:25,"pesan es krim pake pengiriman instan udah baar malah mgaret 4 jam, mana es ny datang udah cair kayak aer gimana makannya, diaplikasi sengaja gk ada fitur refund biar pembeli gk bisa refund, minimal kalo pengiriman makanan beku pake cooler box lah pelit amat sih demi kenyaman pelanggan, dari sini stop belanja di klik indomaret, jelek"
Pengguna Google,1,2025-06-07 01:37:44,"Kecewa, pengiriman lama Krn katanya sistem error pesan jam 11 sampe jam 9 malam itupun ada pesanan yg kurang, janji kurirnya besok siang diantar kurangnya, taunya ga, Frisian flagnya uht 946ml nya dikasih yg udah basi, ah entahlah pdhl udh langganan, klo gini balik aja ke alfagift atau Superindo... Kecewa bener...."
Pengguna Google,1,2025-06-23 05:13:25,"aplikasi baru tapi malah merugikan ,dah masuk kranjang pilih waktu pengiriman gantian bayar barang di kranjang yg di bayar ilang satu....aplikasi paling goblok yg pernah aku pakai ...kalau kaya gtu seperti penipuan halus...barang dah di pilih di bayar tapi masuk ke pembayaran barang ilang di keranjang ..."
Pengguna Google,5,2025-07-24 11:26:14,"Banyak promo dan pilihannya lengkap, Klik Indomaret bikin belanja jadi hemat dan mudah diantar sampai depan rumah metode pembayaran pun beragam bisa cod juga"
Pengguna Google,5,2025-07-24 11:07:40,"seneng banget Indomaret ada aplikasi Klik Indomaret inii buat ibu2 yg super sibuk kek aku, pembelian ga sampai 1 jampun udah sampai depan pintu rumah, gratis ongkir, dan barang untuk kebutuhan sehari2 juga sangat lengkap.."
Pengguna Google,1,2025-07-01 07:40:38,"selalu ganguan,dan tidak ad fitur mencari barng dengan scan,krna kadang klo lgi pas di tokonya suka tidak ad harga jdi pas mau cek ribet harus nulis,lgi,klo ad scan kan lebih membantu"
Pengguna Google,1,2025-05-28 05:21:34,"tolong dikasih stok item, sering kali add cart eh stok kosong, trus aplikasi user connect ke Indomaret terdekat biar ngga lama pengiriman nya. coba contoh aplikasi sebelah"
Pengguna Google,1,2025-06-25 07:41:33,"kejadian barusan saja tgl 25 juni 2025 , saya order lewat aplikasi, dan karna sudah biasa langsung pesan dan bayar tanpa saya sadari bahwa dapat toko indomrt nya jauh dari lokasi rumah, tapi aplikasi yang salah karna mengapa jauh sangat diberikan nya bukan indomrt yang biasa saya langganan. dan ternyata nyampe kerumah barang ada yang kurang di komplaint sulit kurir yang ngantar ga pake kurir karyawan indomrt y tp pake gojeg , komplen k gojek y pas saya terima barang d dpn kurir ya, tidsk tahu."
Pengguna Google,5,2025-07-24 12:06:43,"Gak nyangka sepraktis ini belanja kebutuhan harian! Mulai dari cemilan sampai perlengkapan mandi, semua lengkap banget. Gratis ongkir pula, dan pesanan nyampe cuma dalam waktu sejam. Bener-bener penolong di saat mendesak 😍"
Pengguna Google,5,2025-06-18 06:49:11,"aplikasinya sangat membantu, khususnya untuk ibu rumah tangga yg masih punya bocil jadi susah keluar rumahnya. dan bisa update promo hariannya juga. Barang kosong ada pemberitahuan via wa oleh karyawan Indomaretnya. Bisa COD juga bebas ongkir."
Pengguna Google,1,2025-07-11 04:46:37,"pesanan saya kenapa tidak dikirim? alasannya barang nya rusak dan akan pengembalian dana, tapi sdh 2 hari tidak ada kabar dari toko ataupun cs klik Indomaret, mau menipu uang konsumen atau bagaimana? sdh coba komplain dari apk dan wa cs tdk direspon juga, kembalikan uang saya jika memang ga sanggup kirim pesanan saya !!!"
Pengguna Google,5,2025-06-30 14:03:38,Lebih bagus daripada aplikasi lain yang serupa. Mohon tambahkan fitur chat dengan toko jika ada kendala pada pesanan bisa diinformasikan langsung lewat chat.
Pengguna Google,1,2025-07-21 05:22:09,"Saat order, barang masih tersedia. Setelah menunggu satu jam. Tiba-tiba dibatalkan secara sepihak dengan alasan stok barang habis. Kalau barangnya habis, kenapa ga dari awal ordernya dibatalin?! Saya kecewa."
Pengguna Google,2,2025-06-09 05:22:09,"tidak ada tombol pembatalan transaksi yang tidak diproses toko dan penanganan hrus melalui komplain cs yang membutuhkan waktu 12 jam dan stok dan aplikasi tidak sejalan jadi orderan sudah bayar barang tidak ada dan pengembalian saldo harus komplain lagi ke cs kalau tidak, saldo tidak masuk"
Pengguna Google,5,2025-06-16 09:38:13,"Klik Indomaret sangat bermanfaat, pengiriman cepat, pelayanan professional, banyak promo,free ongkir.. kebutuhan urgent jadi terpenuhi... terimakasih Klik Indomaret, sukses jaya kedepannya"
Pengguna Google,1,2025-06-26 11:23:41,"1 jam kilat, yg kilat pembayaranya barangnya datang 3 jam lebih, ada promo bayar pake aplikasi gopay dapat cashback, tp gak dapat, aplikasi macam mana ini ya,,,,ga sesuai sama pop up atau banner promonya, rugi dahhh, parah"
Pengguna Google,1,2025-07-27 03:01:18,"Hari ini 27 Juli 2025 Lokasi Arcamanik Bandung acara fun bike indomaret, KECEWA dijanjikan dapet gift tas Ferrari yang hanya tersedia 4 buah,syarat download apk klik indomaret dan belanja 200rb,crew sementara menyimpankan tas nya, untuk belanja nya bisa setelah fun bike tapi ketika selesai fun bike tas nya sudah tidak ada, informasi dari crew yang menjanjikan dan menyimpan tas tersebut tas nya sudah dikasihkan ke orang lain dengan alasan siapa cepat, tolonglah konsisten dengan informasi awal 👎"
Pengguna Google,1,2025-06-24 14:01:56,"ternyata dibedain punya point cafe sama yg grosir, ga satu pengiriman, yg point mau ga mau kena ongkir.. buat yg sekalian belanja ga efisien.. mending di alfagift klo gini mah"
Pengguna Google,1,2025-06-13 02:27:44,"aneh tiba tiba banget ga bisa buat belanja expres ke area rumah sya,padahal biasanya bisa loh ini tiba tiba gak bisa dan harus area jakarta,tolong dong adm sistemnya diperbaikin lg."
Pengguna Google,3,2025-07-06 08:28:30,"1. banyak banget alasan kurirnya (klo ngaret ngatar barang) yang motor diserfis dibengkel lah, kadang lagi sarapan lah, kadang lagi disalon lagi cukuran lah🤦🏻‍♀️🤦🏻‍♀️ 2. ngaret bangat kadang sampai 1 jam. 3. barang kadang rusak 4. ngak bisa komplain sekarang, ngak bisa nilai kurir dan barang yg dipesan (kadang ada yg hampir kadaluarsa)"
Pengguna Google,1,2025-06-06 03:48:25,"pesen di aplikasi lebih dr 12 jam ga d kirim. ga bs d batalin. padahal duit udh di Terima. pas tlp cust service katanya lg kendala sistem. kalo kendala sistem mestinya sistem lu block biar ga bs Terima orderan. ini msh ttp bs Terima orderan, Terima uang, tp ga bs kirim barang!!"
Pengguna Google,1,2025-07-01 14:33:17,"Kejadian hari ini, pesen pake express jam 9.12 dan sampai sekarang jam 12.22 belum sampe dan gatau dikirimnya kapan. Cust care slow respon banget, cust service 2x telp cuma blg lg diteruskan, 1x telp ga diangkat. Masa kalah sama app ALF*GIFT, kurirnya dikirim pake kurir sendiri ga perlu nunggu kurir ojek online, kalo telat pengiriman langsung diinfo lewat chat app. Pesenan ke 4 di klikindomart malah mengecewakan, bingung harus complaint kemana lagi, jd baru ini complaint diplaystore."
Pengguna Google,1,2025-06-26 02:24:55,"aplikasi macam apa ini??? tiap bulan pesanan booking terus, niat buat aplikasi nggk sih ITnya indomaret, lebih baik saya belanja di ALFAGIF saja lebih praktis dan pengantara sat set"
Pengguna Google,1,2025-06-05 10:37:46,"dulu 2023 bintang 1 sekarang 2025 mau kasih bintang satu ternyata udah pernah kasih bintang 1. dulu appnya ga bisa order, Sekarang sudah bisa order barang ga nyampai dibilang terkirim"
Pengguna Google,3,2025-06-03 06:40:24,"tolong app nya diperbaiki lg, susah polll bukanya cuman halaman bagian depan aja gk muncul2 menu nya. udah dari dulu nih dr awal download app nya susah bgd dibuka loading mulu jgn bilang jaringan yg gk bagua, soalnya buka aplikasi lain lancar aja"
Pengguna Google,5,2025-06-28 02:53:30,sebenarnya bagus cuma kekurangannya tidak ada fitur chat antara konsumen dengan toko yang kita beli karena misal ketika ada error atau barang rusak selisih ganti itu sangat susah untuk kordinasi. karena sekarang yang bisa kita chat cuma kurirnya saja
Pengguna Google,5,2025-07-26 09:32:06,"bagus banget aplikasinya jadi udah ga perlu keluar rumah kalo mau beli keperluan sehari hari, murah banget lagi ada gratis ongkir, datangnya juga cepat ga sampe 1 jam langsung tiba didepan rumah👍🏻"
Pengguna Google,1,2025-07-21 12:24:12,"kecewa belanja buah dikasih yg ga fresh dan malah nyalahin kurir padahal dari tokonya yg ngasih yg ga fresh kecewa juga karena gaada respon padahal sudah menanyakan knpa malah kurirnya yg minta maaf lalu pesanan tiba"" selesai tanpa adanya penjelasan."
Pengguna Google,1,2025-06-13 06:29:10,"kapok banget beli di sini, beli Pampers yg dikirim stok lama 2 tahun lalu, kemasan kotor banget (mau masukin ke dalam rumah juga jijik), beli 4 ball yg dikirim 3, yg 1 ball gatau deh kembaliin uangnya kemana. mau aktivitas saldo klik malah sulit. nomor ku terhubung ke WhatsApp Bisnis, tp aktivasi harus terhubung ke WhatsApp Messenger, ribet 🥴"
Pengguna Google,1,2025-06-24 09:42:57,"dua kali belanja di Indomaret selalu barang tidak tersedia padahal di etalase ready, pas udh pesan di cancel karna barang kosonb. kalo ga niat jualan online jangan so soan pke aplikasi. buruk banget service nya !!"
Pengguna Google,1,2025-07-01 04:32:40,"Pake instan ( 1 jam sampai setelah lunas) tapi udah 2 jam lebih gak sampai2, ajuin komplain 1 jam baru diproses dan gak tau kelanjutannya gimana, apk gjlss, komplain di WA aja balasannya lamaaaaaa bangeeettt ini aja blm dibalasss haduuu"
Pengguna Google,1,2025-06-04 11:31:42,"aplikasi gak guna!! tiap pesen ada aja kendalanya, barang pecah lah, sobek lah, rusak lah, dah mau expired lah. akhirnya apa? minta di cancel barang2 yg rusak dan gak jelas itu, trus ngapain bisa di klik tuh barang anjir? gua butuh barang, bukan refund!!!! refund lu juga lama 14 -20 hari kerja!!! gila kali!!! udah barang rusak bukan salah customer, minta nya di refund, giliran refund 14-20 hari kerja!!! jangan kebanyakan lawak lu klik indomaret!!!!"
Pengguna Google,5,2025-07-26 02:24:20,"Nggak nyangka secepat itu, pesen sore-sore eh 1 jam udah nyampe depan rumah 😭✨ Lengkap banget pilihannya, groceries sampe barang kebutuhan lain semua ada. Praktis, gratis ongkir, hemat tenaga!"
Pengguna Google,5,2025-06-18 08:01:13,Ter the best kalau perlu belanja ketika gdak yg antar jadi bisa belanjaan datang tanpa kita harus keluar sukses selalu Indomaret udah mempermudah masyarakat untuk belanja.
Pengguna Google,1,2025-06-14 06:42:33,dear indomaret.. tolong klo harga display dan dikasir disamakan.. jgn harga display lebih murah giliran dibayar dikasir malah naik.. inikan sama aja nipu konsumen. dan kembalian 500-1.000 rupiah ga pernah dikembalikan.. bayangin kalo 100 pembeli aj dalam sehari dah berapa keuntungan yg didapat dari kembalian doang.. lebih kearah NIPU sih..
Pengguna Google,5,2025-07-04 03:29:58,kekecewaan saya hanya 1. tiap kali mai check out le minerale galon selalu tidak tersedia. tiap hari saya check selama 2 minggu berturut turut sampai akhirnya saya bosan.selali tidak tersedia. mohon di tinjauan kesediaan stoknya. bila tidak mau melayani karena berat ati ribet proses pengantarannya jangan di listing lah produk nya.
Pengguna Google,1,2025-06-08 05:50:42,"pelayanan kurir lamaa, ada barang yg kosong dan sudah diretur tapi dana tidak dikembalikan,udah komplen tapi tidak diproses, aplikasi yang sangat tidak bergunaaa👎🏻"
Pengguna Google,4,2025-06-29 01:20:33,"layanan pesan antar sangat membantu untuk beli gas 12kg Hanya permasalahan untuk estimasi waktu pengantaran yg tidak sesuai dengan aplikasi, seharusnya 1 jam, menjadi H+1, dan tidak ada konfirmasi ke pelanggan"
Pengguna Google,2,2025-06-12 23:19:42,"proses nya lambat sekali, aplikasi sering gangguan dan tidak bisa digunakan. setiap promo murah barang tidak pernah ada dan sering di cancel"
Pengguna Google,1,2025-06-06 03:29:37,"Pesan dari jam 6 sore ga sampe-sampe, bahkan saya pesan antar akhirnya musti diambil dulu besok nya ke toko langsung jam 9 pagi hadehh, baikin dulu aplikasi nya ya admin"
Pengguna Google,1,2025-08-07 18:03:27,Aplikasinya sering eror dan lemot apalagi pas promo harbolnas selalu eror gak bisa gunain promo live. kalo gak siap program promo gausah live pas eror admin nya kabur haha mending belanja di alfagift deh promonya jelas gak PHP ☺️
Pengguna Google,5,2025-10-20 03:42:53,Lebih mudah dalam belanja tanpa ke toko
Pengguna Google,1,2025-07-04 03:32:56,"selalu telat antar pesanan telatnya bukan 1jam 2 jam, tapi berjam² harusnya dikirim di jam 08:00-09:00, sampai jam 11:30 belum datang dan tidak tau ini harus nunggu berapa lama dan aku mau keluar² juga tidak bisa, yang saya pesan aqua galon dll, jadinya harus beli air minum dulu gara² nungguin kurirnya tidak datang²"
Pengguna Google,2,2025-06-02 01:52:51,"Lambat loading pakai banget, gangguan sistem melulu. tolong dong bug nya diperbaiki , aplikasi merah sebelah lancar jaya"
Pengguna Google,1,2025-06-06 02:45:00,"tidak ada info kenapa barang tidak dikirkm2, padahal sudah lebih dr waktu permintaan pengiriman. tidak ada tombol cancel jika ingin pembatalan orderan"
Pengguna Google,1,2025-06-29 04:57:24,untuk komplain melalui aplikasi sangat sulit sya belanja via apl ambil di toko tetapi pas pengambilan malah toko tutup ....gada ke jelasan soal orderan sya mau komplain jga ga jelas kmn di chat no CS malah ceklis 1
Pengguna Google,1,2025-08-29 12:23:00,"kemarin2 ga ada masalah, kenapa hari ini tiba2 ga bs..disuruh download versi baru sudah, tetapi tetap tdk bs digunakan"
Pengguna Google,1,2025-07-19 08:49:53,"Aplikasi tulisan perbaikan terus ga bisa liat keranjang , gabisa co udh ke wa ke ig gaada balesan udh seharian.. blm lagi kalo nganter berjam² , pdhl udh setia pake ini kok gini pelayanannya , udh instal udh log out dri apk masih ga bisaa liat keranjang tulisan KENDALA KENDALA KENDALAA , REPOT!"
Pengguna Google,1,2025-06-07 15:16:07,"belanja expres sehari gak sampai² hingga lewat hari, diajukan komplain gak ada tanggapan !! update hari ke dua pesanan belum kekirim:) udah kirim email sama aja gak ada hasil"
Pengguna Google,5,2025-09-14 05:21:00,"bagus banget apknya, gampang jadinya belanja, hidup jadi ez 😎😎😎😎"
Pengguna Google,1,2025-09-14 11:35:24,"sekarang mau blnja klik lemotnya dari pagi smpe malem gk bisa,coba lagi gk bisa juga cuma muter"" doank tolong diperbaiki"
Pengguna Google,5,2025-09-27 10:16:31,Belanja jadi lebih gampang dan persediaannya lebih lengkap
Pengguna Google,1,2025-10-10 04:02:44,"ini ide team development atau management? kok KURANG PINTAR YA!! gak ngerti efisensi ya? ada Indomaret poinku dan klik Indomaret? satuin aja KOCAK! jadi SATU APLIKASI. sumpah perusahaan Segede gini punya punya management otaknya ""kecil"" kalau gak bisa mikir kesitu. biar gue aja jadi management nya"
Pengguna Google,1,2025-09-10 07:26:09,padahal udah pesan tapi pas datang di tokoh pesanan kita gak ada!
Pengguna Google,5,2025-07-15 02:58:29,"Dari toko sampai klik pelayanan yang the best tgl 15-07-2025 untuk pelayanan klik sudah mulai jelek,udh di order pesanan di batalkan begitu aja, di wa ke kurir tidak di respon wa begitu bnyk di tlp,kalau memang tidak jadi pengantaran setidaknya wa balik bukan di suru menunggu dari jam 12 sampai jam 5 sore tanpa ada konfirmasi"
Pengguna Google,1,2025-10-25 12:48:57,"penanganan komplain lambat, mohon diperbaiki"
Pengguna Google,1,2025-10-07 22:29:12,"loh kok akun sy tiba² hilang, login jadi ga bisa. daftar baru jg g bisa?"
Pengguna Google,1,2025-10-07 09:06:40,"aplikasi busuk, di tarik saldo susah bener, maksa customer banget buat belanja bangke"
Pengguna Google,1,2025-09-09 03:17:13,"tiap ngadain promo, apknya selalu error. gedeg banget."
Pengguna Google,1,2025-08-20 16:59:27,"Sangat menyusahkan 🙃 Maunya santai tinggal tunggu, lah barang gak datang pesanan gak bisa dibatalkan , dan akhirnya uang ketahan . Ntah harus laporan kemana lagi ."
Pengguna Google,3,2025-07-08 13:52:10,"Kalo bisa jgn pake cod kata kurir nya soalnya pihak toko gamau ribet, KALO pihak toko gamau ribet, di nonaktifkan saja fitur cod nya. jadi males belanja di indomaret pelayanan nya kurang bagus"
Pengguna Google,3,2025-08-02 06:15:07,"ini apk klik knp eror terus udh 3 hari ini tidak bisa terus belanja, setiap mau pembayaran selalu ngelag. tolong diperbaiki lagi sestemnya"
Pengguna Google,1,2025-07-11 08:38:56,"barang yg di beli ternyata d toko tidak ada, karyawannya tidak teliti dan udh d struk.. udah d cancel pengiriman gagal. pas pengembalian dananya d persulit bgt, sruh nunggu 14hari lah dikira org kaya semua..gmna kalo org lagi btuh bgt tu uang dy.. tolonglah diperbaiki. dan segera kembalikan uang saya. pelayanan di indo udh mah lama bgt skrg ada masalah penyelesaiianya pun lama bgt,,"
Pengguna Google,5,2025-10-12 01:15:45,Belanja jadi lebih cepat dan mudah
Pengguna Google,1,2025-09-09 03:23:08,ketika ada promosi besar seperti harbolnas aplikasi error terus kaya yang gak siap
Pengguna Google,5,2025-10-20 10:48:21,"lengkap, belanja lebih murah, banyak promonya dan pelayanannya ramah, terima kasih Indomaret 😁👍🏻"
